"zipcode","neighborhood","dayofweek","hour","temperature","rain","regression","xgb"
"11004","Southeast Queens",5,13,27,0,2,2
"11375","West Central Queens",5,13,27,0,38,43
"11216","Central Brooklyn",5,13,27,0,28,32
"11367","Central Queens",5,13,27,0,3,2
"11005","Southeast Queens",5,13,27,0,5,2
"10460","Central Bronx",5,13,27,0,5,5
"10472","Southeast Bronx",5,13,27,0,6,6
"10154","Upper East Side",5,13,27,0,8,8
"10028","Upper East Side",5,13,27,0,635,694
"11120","Northwest Queens",5,13,27,0,2,2
"11252","Flatbush",5,13,27,0,3,1
"11364","Northeast Queens",5,13,27,0,1,2
"11251","Northwest Brooklyn",5,13,27,0,2,2
"10155","Upper East Side",5,13,27,0,26,24
"11439","Jamaica",5,13,27,0,4,3
"11237","Bushwick and Williamsburg",5,13,27,0,15,18
"11426","Southeast Queens",5,13,27,0,2,2
"11209","Southwest Brooklyn",5,13,27,0,4,4
"11106","Northwest Queens",5,13,27,0,74,108
"10203","Lower Manhattan",5,13,27,0,7,10
"10451","High Bridge and Morrisania",5,13,27,0,23,22
"10029","East Harlem",5,13,27,0,237,227
"10270","Lower Manhattan",5,13,27,0,11,12
"11203","Flatbush",5,13,27,0,3,3
"10312","South Shore",5,13,27,0,5,5
"11204","Borough Park",5,13,27,0,2,2
"11208","East New York and New Lots",5,13,27,0,2,2
"10016","Gramercy Park and Murray Hill",5,13,27,0,1025,1081
"11414","Southwest Queens",5,13,27,0,2,2
"11205","Northwest Brooklyn",5,13,27,0,40,46
"10275","Lower Manhattan",5,13,27,0,2,2
"10457","Central Bronx",5,13,27,0,9,9
"10009","Lower East Side",5,13,27,0,395,474
"10278","Lower Manhattan",5,13,27,0,4,5
"11207","East New York and New Lots",5,13,27,0,8,9
"11365","Central Queens",5,13,27,0,2,3
"11201","Northwest Brooklyn",5,13,27,0,201,212
"10031","Inwood and Washington Heights",5,13,27,0,71,69
"10280","Lower Manhattan",5,13,27,0,47,48
"11217","Northwest Brooklyn",5,13,27,0,84,109
"11432","Jamaica",5,13,27,0,4,4
"11434","Jamaica",5,13,27,0,1,2
"11420","Southwest Queens",5,13,27,0,2,2
"10048","Lower Manhattan",5,13,27,0,14,11
"10014","Greenwich Village and Soho",5,13,27,0,436,528
"11451","Jamaica",5,13,27,0,2,2
"10282","Lower Manhattan",5,13,27,0,68,70
"10033","Inwood and Washington Heights",5,13,27,0,28,26
"11214","Southwest Brooklyn",5,13,27,0,2,2
"11210","Flatbush",5,13,27,0,4,3
"10302","Port Richmond",5,13,27,0,4,3
"11379","West Central Queens",5,13,27,0,3,3
"11360","North Queens",5,13,27,0,2,1
"10007","Lower Manhattan",5,13,27,0,176,200
"10475","Northeast Bronx",5,13,27,0,2,1
"11239","Canarsie and Flatlands",5,13,27,0,2,4
"11218","Borough Park",5,13,27,0,10,8
"11427","Southeast Queens",5,13,27,0,2,2
"10455","Hunts Point and Mott Haven",5,13,27,0,12,10
"11211","Greenpoint",5,13,27,0,123,120
"11421","Southwest Queens",5,13,27,0,2,2
"11219","Borough Park",5,13,27,0,2,1
"11104","Northwest Queens",5,13,27,0,40,34
"11001","Southeast Queens",5,13,27,0,2,2
"10030","Central Harlem",5,13,27,0,32,26
"10010","Gramercy Park and Murray Hill",5,13,27,0,553,622
"10310","Port Richmond",5,13,27,0,4,4
"11433","Jamaica",5,13,27,0,2,2
"10306","South Shore",5,13,27,0,5,2
"11415","Southwest Queens",5,13,27,0,9,10
"11226","Flatbush",5,13,27,0,15,9
"10308","South Shore",5,13,27,0,6,3
"11225","Flatbush",5,13,27,0,10,11
"11366","Central Queens",5,13,27,0,1,2
"11423","Jamaica",5,13,27,0,1,2
"11230","Borough Park",5,13,27,0,4,4
"10309","South Shore",5,13,27,0,5,4
"10035","East Harlem",5,13,27,0,280,308
"10115","Upper West Side",5,13,27,0,2,3
"10012","Greenwich Village and Soho",5,13,27,0,562,636
"11232","Sunset Park",5,13,27,0,7,6
"10036","Chelsea and Clinton",5,13,27,0,668,676
"11233","Central Brooklyn",5,13,27,0,9,9
"10303","Port Richmond",5,13,27,0,2,2
"10470","Northeast Bronx",5,13,27,0,1,1
"10314","Mid-Island",5,13,27,0,2,1
"11235","Southern Brooklyn",5,13,27,0,9,8
"11436","Jamaica",5,13,27,0,4,4
"10037","Central Harlem",5,13,27,0,202,179
"10005","Lower Manhattan",5,13,27,0,139,149
"10305","Stapleton and St. George",5,13,27,0,2,2
"10456","High Bridge and Morrisania",5,13,27,0,9,10
"11430","JFK Airport",5,13,27,0,587.294934969,507.209262019
"10032","Inwood and Washington Heights",5,13,27,0,48,47
"10020","Chelsea and Clinton",5,13,27,0,22,16
"11355","North Queens",5,13,27,0,5,4
"10034","Inwood and Washington Heights",5,13,27,0,28,28
"10459","Hunts Point and Mott Haven",5,13,27,0,4,4
"10038","Lower Manhattan",5,13,27,0,200,215
"11412","Jamaica",5,13,27,0,2,2
"11221","Bushwick and Williamsburg",5,13,27,0,18,19
"11105","Northwest Queens",5,13,27,0,23,26
"11236","Canarsie and Flatlands",5,13,27,0,2,2
"11249","Northwest Brooklyn",5,13,27,0,47,41
"11369","West Queens",5,13,27,0,286,247
"10453","Central Bronx",5,13,27,0,7,7
"11212","Central Brooklyn",5,13,27,0,2,2
"11361","Northeast Queens",5,13,27,0,1,1
"11220","Sunset Park",5,13,27,0,2,3
"10021","Upper East Side",5,13,27,0,762,734
"11378","West Queens",5,13,27,0,5,5
"10039","Central Harlem",5,13,27,0,10,10
"10452","High Bridge and Morrisania",5,13,27,0,9,9
"10454","Hunts Point and Mott Haven",5,13,27,0,8,8
"11370","West Queens",5,13,27,0,8,8
"10301","Stapleton and St. George",5,13,27,0,2,1
"11385","West Central Queens",5,13,27,0,4,4
"11101","Northwest Queens",5,13,27,0,120,113
"10307","South Shore",5,13,27,0,6,8
"11368","West Queens",5,13,27,0,29,30
"11416","Southwest Queens",5,13,27,0,2,1
"11419","Southwest Queens",5,13,27,0,2,2
"11222","Greenpoint",5,13,27,0,46,52
"11411","Southeast Queens",5,13,27,0,2,2
"10017","Gramercy Park and Murray Hill",5,13,27,0,630,580
"11357","North Queens",5,13,27,0,1,1
"11377","West Queens",5,13,27,0,82,83
"10040","Inwood and Washington Heights",5,13,27,0,21,18
"11356","North Queens",5,13,27,0,2,2
"10124","Chelsea and Clinton",5,13,27,0,6,6
"11371","La Guardia Airport",5,13,27,0,24,21
"11234","Canarsie and Flatlands",5,13,27,0,3,2
"11363","Northeast Queens",5,13,27,0,3,2
"11206","Bushwick and Williamsburg",5,13,27,0,27,27
"10003","Lower East Side",5,13,27,0,755,969
"10304","Stapleton and St. George",5,13,27,0,3,3
"10281","Lower Manhattan",5,13,27,0,35,29
"11359","North Queens",5,13,27,0,5,5
"11373","West Queens",5,13,27,0,81,89
"11231","Northwest Brooklyn",5,13,27,0,51,54
"11223","Southern Brooklyn",5,13,27,0,3,2
"11374","West Central Queens",5,13,27,0,10,9
"10065","Upper East Side",5,13,27,0,598,601
"10022","Gramercy Park and Murray Hill",5,13,27,0,1010,1046
"10461","Southeast Bronx",5,13,27,0,8,7
"11228","Southwest Brooklyn",5,13,27,0,2,2
"10019","Chelsea and Clinton",5,13,27,0,1169,1262
"10001","Chelsea and Clinton",5,13,27,0,927,968
"11103","Northwest Queens",5,13,27,0,60,76
"10023","Upper West Side",5,13,27,0,795,860
"11215","Northwest Brooklyn",5,13,27,0,64,73
"10462","Southeast Bronx",5,13,27,0,8,8
"10044","Upper East Side",5,13,27,0,3,3
"11213","Central Brooklyn",5,13,27,0,9,10
"11372","West Queens",5,13,27,0,24,19
"10463","Kingsbridge and Riverdale",5,13,27,0,10,9
"10458","Bronx Park and Fordham",5,13,27,0,13,12
"10069","Upper West Side",5,13,27,0,39,40
"10006","Lower Manhattan",5,13,27,0,77,81
"11418","Southwest Queens",5,13,27,0,2,2
"10464","Southeast Bronx",5,13,27,0,2,1
"10465","Southeast Bronx",5,13,27,0,1,2
"11435","Jamaica",5,13,27,0,12,10
"10024","Upper West Side",5,13,27,0,581,628
"10075","Upper East Side",5,13,27,0,313,333
"10466","Northeast Bronx",5,13,27,0,1,2
"10467","Bronx Park and Fordham",5,13,27,0,6,6
"11229","Southern Brooklyn",5,13,27,0,1,2
"10468","Bronx Park and Fordham",5,13,27,0,11,9
"10025","Upper West Side",5,13,27,0,625,683
"10002","Lower East Side",5,13,27,0,291,374
"10107","Chelsea and Clinton",5,13,27,0,2,2
"11224","Southern Brooklyn",5,13,27,0,5,3
"10469","Northeast Bronx",5,13,27,0,2,2
"11428","Southeast Queens",5,13,27,0,2,2
"10168","Chelsea and Clinton",5,13,27,0,11,10
"10112","Chelsea and Clinton",5,13,27,0,19,17
"10471","Kingsbridge and Riverdale",5,13,27,0,3,3
"10026","Central Harlem",5,13,27,0,113,114
"11102","Northwest Queens",5,13,27,0,51,60
"11413","Southeast Queens",5,13,27,0,2,1
"11354","North Queens",5,13,27,0,9,9
"11238","Central Brooklyn",5,13,27,0,54,63
"10473","Southeast Bronx",5,13,27,0,3,2
"11422","Southeast Queens",5,13,27,0,1,2
"11429","Southeast Queens",5,13,27,0,2,2
"10474","Hunts Point and Mott Haven",5,13,27,0,1,3
"10018","Chelsea and Clinton",5,13,27,0,448,463
"10013","Greenwich Village and Soho",5,13,27,0,406,453
"10128","Upper East Side",5,13,27,0,553,560
"10011","Chelsea and Clinton",5,13,27,0,865,1020
"11417","Southwest Queens",5,13,27,0,2,2
"11362","Northeast Queens",5,13,27,0,2,2
"10027","Central Harlem",5,14,28,0,209,203
"11003","Southeast Queens",5,14,28,0,2,2
"10035","East Harlem",5,14,28,0,286,299
"11366","Central Queens",5,14,28,0,1,2
"11004","Southeast Queens",5,14,28,0,2,2
"10004","Lower Manhattan",5,14,28,0,98,111
"10153","Upper East Side",5,14,28,0,25,21
"11005","Southeast Queens",5,14,28,0,4,3
"10039","Central Harlem",5,14,28,0,10,11
"11412","Jamaica",5,14,28,0,2,3
"10154","Upper East Side",5,14,28,0,9,8
"10036","Chelsea and Clinton",5,14,28,0,667,685
"11102","Northwest Queens",5,14,28,0,52,62
"10155","Upper East Side",5,14,28,0,26,23
"11360","North Queens",5,14,28,0,1,1
"10048","Lower Manhattan",5,14,28,0,14,12
"11001","Southeast Queens",5,14,28,0,2,2
"10275","Lower Manhattan",5,14,28,0,2,2
"11103","Northwest Queens",5,14,28,0,59,77
"11239","Canarsie and Flatlands",5,14,28,0,2,4
"11104","Northwest Queens",5,14,28,0,39,31
"11417","Southwest Queens",5,14,28,0,2,2
"10029","East Harlem",5,14,28,0,241,247
"11226","Flatbush",5,14,28,0,14,9
"10474","Hunts Point and Mott Haven",5,14,28,0,1,4
"10168","Chelsea and Clinton",5,14,28,0,11,11
"11105","Northwest Queens",5,14,28,0,23,27
"10203","Lower Manhattan",5,14,28,0,8,11
"11413","Southeast Queens",5,14,28,0,2,2
"11435","Jamaica",5,14,28,0,14,11
"11354","North Queens",5,14,28,0,11,10
"10016","Gramercy Park and Murray Hill",5,14,28,0,1015,1072
"10030","Central Harlem",5,14,28,0,33,27
"11362","Northeast Queens",5,14,28,0,2,2
"11363","Northeast Queens",5,14,28,0,3,2
"11379","West Central Queens",5,14,28,0,3,3
"10031","Inwood and Washington Heights",5,14,28,0,71,69
"11205","Northwest Brooklyn",5,14,28,0,45,51
"11423","Jamaica",5,14,28,0,1,3
"11222","Greenpoint",5,14,28,0,49,53
"10278","Lower Manhattan",5,14,28,0,6,5
"10022","Gramercy Park and Murray Hill",5,14,28,0,1022,1072
"11207","East New York and New Lots",5,14,28,0,11,10
"10007","Lower Manhattan",5,14,28,0,176,206
"11439","Jamaica",5,14,28,0,3,3
"10460","Central Bronx",5,14,28,0,6,6
"10457","Central Bronx",5,14,28,0,9,9
"11210","Flatbush",5,14,28,0,4,4
"11237","Bushwick and Williamsburg",5,14,28,0,18,18
"11211","Greenpoint",5,14,28,0,128,128
"11414","Southwest Queens",5,14,28,0,2,2
"10312","South Shore",5,14,28,0,6,5
"11373","West Queens",5,14,28,0,97,108
"11385","West Central Queens",5,14,28,0,4,4
"10308","South Shore",5,14,28,0,7,4
"10452","High Bridge and Morrisania",5,14,28,0,11,10
"11213","Central Brooklyn",5,14,28,0,10,11
"11370","West Queens",5,14,28,0,7,8
"11214","Southwest Brooklyn",5,14,28,0,2,2
"10468","Bronx Park and Fordham",5,14,28,0,10,10
"10309","South Shore",5,14,28,0,6,5
"11434","Jamaica",5,14,28,0,2,2
"10033","Inwood and Washington Heights",5,14,28,0,29,27
"10018","Chelsea and Clinton",5,14,28,0,452,454
"11231","Northwest Brooklyn",5,14,28,0,55,56
"11217","Northwest Brooklyn",5,14,28,0,97,120
"10010","Gramercy Park and Murray Hill",5,14,28,0,556,630
"11415","Southwest Queens",5,14,28,0,10,10
"10303","Port Richmond",5,14,28,0,2,2
"10005","Lower Manhattan",5,14,28,0,137,145
"11427","Southeast Queens",5,14,28,0,2,2
"10270","Lower Manhattan",5,14,28,0,14,13
"10304","Stapleton and St. George",5,14,28,0,2,2
"11220","Sunset Park",5,14,28,0,3,3
"11430","JFK Airport",5,14,28,0,638.901031601,578.816295087
"11416","Southwest Queens",5,14,28,0,1,2
"11422","Southeast Queens",5,14,28,0,1,3
"11364","Northeast Queens",5,14,28,0,2,2
"10302","Port Richmond",5,14,28,0,4,3
"10009","Lower East Side",5,14,28,0,392,475
"10040","Inwood and Washington Heights",5,14,28,0,21,18
"10038","Lower Manhattan",5,14,28,0,201,221
"10305","Stapleton and St. George",5,14,28,0,2,2
"10001","Chelsea and Clinton",5,14,28,0,932,977
"11249","Northwest Brooklyn",5,14,28,0,53,53
"10032","Inwood and Washington Heights",5,14,28,0,49,50
"11411","Southeast Queens",5,14,28,0,2,3
"11218","Borough Park",5,14,28,0,10,8
"10306","South Shore",5,14,28,0,4,2
"11216","Central Brooklyn",5,14,28,0,29,33
"11224","Southern Brooklyn",5,14,28,0,5,4
"10280","Lower Manhattan",5,14,28,0,46,48
"11203","Flatbush",5,14,28,0,3,3
"10307","South Shore",5,14,28,0,6,8
"10002","Lower East Side",5,14,28,0,297,391
"11361","Northeast Queens",5,14,28,0,1,2
"10036","Chelsea and Clinton",5,14,28,0,667,685
"11251","Northwest Brooklyn",5,14,28,0,3,3
"11236","Canarsie and Flatlands",5,14,28,0,2,3
"11206","Bushwick and Williamsburg",5,14,28,0,29,28
"11101","Northwest Queens",5,14,28,0,122,114
"11229","Southern Brooklyn",5,14,28,0,2,2
"11230","Borough Park",5,14,28,0,5,5
"10471","Kingsbridge and Riverdale",5,14,28,0,3,3
"10470","Northeast Bronx",5,14,28,0,1,2
"10003","Lower East Side",5,14,28,0,780,1006
"11429","Southeast Queens",5,14,28,0,2,2
"10310","Port Richmond",5,14,28,0,4,4
"11433","Jamaica",5,14,28,0,2,2
"11368","West Queens",5,14,28,0,33,32
"11223","Southern Brooklyn",5,14,28,0,3,3
"11106","Northwest Queens",5,14,28,0,74,109
"11204","Borough Park",5,14,28,0,1,2
"10017","Gramercy Park and Murray Hill",5,14,28,0,631,580
"10107","Chelsea and Clinton",5,14,28,0,2,3
"10020","Chelsea and Clinton",5,14,28,0,23,17
"11215","Northwest Brooklyn",5,14,28,0,65,77
"10314","Mid-Island",5,14,28,0,2,2
"10301","Stapleton and St. George",5,14,28,0,2,2
"11238","Central Brooklyn",5,14,28,0,56,70
"11369","West Queens",5,14,28,0,319,289
"11428","Southeast Queens",5,14,28,0,2,2
"10282","Lower Manhattan",5,14,28,0,68,68
"11436","Jamaica",5,14,28,0,4,4
"10028","Upper East Side",5,14,28,0,652,717
"11365","Central Queens",5,14,28,0,2,4
"11208","East New York and New Lots",5,14,28,0,2,3
"11252","Flatbush",5,14,28,0,3,1
"11219","Borough Park",5,14,28,0,2,2
"10458","Bronx Park and Fordham",5,14,28,0,16,13
"11235","Southern Brooklyn",5,14,28,0,10,9
"11355","North Queens",5,14,28,0,5,4
"11233","Central Brooklyn",5,14,28,0,10,10
"11225","Flatbush",5,14,28,0,12,11
"10454","Hunts Point and Mott Haven",5,14,28,0,9,8
"10281","Lower Manhattan",5,14,28,0,34,29
"11375","West Central Queens",5,14,28,0,44,47
"11359","North Queens",5,14,28,0,5,6
"10451","High Bridge and Morrisania",5,14,28,0,25,23
"11358","North Queens",5,14,28,0,2,3
"10456","High Bridge and Morrisania",5,14,28,0,12,11
"10459","Hunts Point and Mott Haven",5,14,28,0,5,5
"11426","Southeast Queens",5,14,28,0,2,2
"11432","Jamaica",5,14,28,0,4,4
"10034","Inwood and Washington Heights",5,14,28,0,31,30
"10021","Upper East Side",5,14,28,0,768,755
"11212","Central Brooklyn",5,14,28,0,2,3
"11221","Bushwick and Williamsburg",5,14,28,0,18,19
"11120","Northwest Queens",5,14,28,0,2,2
"10065","Upper East Side",5,14,28,0,609,608
"10461","Southeast Bronx",5,14,28,0,8,8
"11420","Southwest Queens",5,14,28,0,3,3
"10462","Southeast Bronx",5,14,28,0,10,8
"11232","Sunset Park",5,14,28,0,8,7
"10463","Kingsbridge and Riverdale",5,14,28,0,11,10
"11367","Central Queens",5,14,28,0,3,3
"10006","Lower Manhattan",5,14,28,0,77,81
"10069","Upper West Side",5,14,28,0,41,37
"10024","Upper West Side",5,14,28,0,595,654
"10464","Southeast Bronx",5,14,28,0,2,1
"11372","West Queens",5,14,28,0,26,21
"10014","Greenwich Village and Soho",5,14,28,0,447,549
"11421","Southwest Queens",5,14,28,0,2,2
"10037","Central Harlem",5,14,28,0,208,199
"10465","Southeast Bronx",5,14,28,0,1,2
"10011","Chelsea and Clinton",5,14,28,0,872,1029
"11451","Jamaica",5,14,28,0,2,2
"10012","Greenwich Village and Soho",5,14,28,0,609,723
"10075","Upper East Side",5,14,28,0,314,336
"10466","Northeast Bronx",5,14,28,0,1,2
"11419","Southwest Queens",5,14,28,0,3,2
"11418","Southwest Queens",5,14,28,0,3,2
"11357","North Queens",5,14,28,0,1,2
"10467","Bronx Park and Fordham",5,14,28,0,7,7
"10025","Upper West Side",5,14,28,0,624,673
"11374","West Central Queens",5,14,28,0,18,11
"10453","Central Bronx",5,14,28,0,7,7
"10013","Greenwich Village and Soho",5,14,28,0,404,451
"10469","Northeast Bronx",5,14,28,0,2,3
"10044","Upper East Side",5,14,28,0,3,3
"11201","Northwest Brooklyn",5,14,28,0,210,247
"11228","Southwest Brooklyn",5,14,28,0,2,2
"11371","La Guardia Airport",5,14,28,0,27,13
"11378","West Queens",5,14,28,0,6,5
"10112","Chelsea and Clinton",5,14,28,0,21,18
"10026","Central Harlem",5,14,28,0,114,113
"10019","Chelsea and Clinton",5,14,28,0,1163,1245
"10472","Southeast Bronx",5,14,28,0,6,7
"10115","Upper West Side",5,14,28,0,3,3
"11377","West Queens",5,14,28,0,83,86
"10455","Hunts Point and Mott Haven",5,14,28,0,11,10
"10473","Southeast Bronx",5,14,28,0,3,3
"10124","Chelsea and Clinton",5,14,28,0,7,6
"11356","North Queens",5,14,28,0,2,3
"10023","Upper West Side",5,14,28,0,800,881
"10475","Northeast Bronx",5,14,28,0,2,2
"10128","Upper East Side",5,14,28,0,544,546
"11209","Southwest Brooklyn",5,14,28,0,4,4
"11234","Canarsie and Flatlands",5,14,28,0,3,3
"10005","Lower Manhattan",5,15,28,0,127,127
"11003","Southeast Queens",5,15,28,0,2,3
"10022","Gramercy Park and Murray Hill",5,15,28,0,1035,1114
"10275","Lower Manhattan",5,15,28,0,2,3
"10021","Upper East Side",5,15,28,0,774,759
"10014","Greenwich Village and Soho",5,15,28,0,450,550
"10001","Chelsea and Clinton",5,15,28,0,929,953
"11201","Northwest Brooklyn",5,15,28,0,214,254
"11004","Southeast Queens",5,15,28,0,2,3
"10153","Upper East Side",5,15,28,0,24,20
"10069","Upper West Side",5,15,28,0,36,31
"11211","Greenpoint",5,15,28,0,134,134
"10458","Bronx Park and Fordham",5,15,28,0,16,14
"10154","Upper East Side",5,15,28,0,8,9
"11359","North Queens",5,15,28,0,5,7
"11418","Southwest Queens",5,15,28,0,3,3
"10155","Upper East Side",5,15,28,0,29,24
"11374","West Central Queens",5,15,28,0,21,11
"11379","West Central Queens",5,15,28,0,3,4
"11414","Southwest Queens",5,15,28,0,2,3
"11208","East New York and New Lots",5,15,28,0,2,4
"11205","Northwest Brooklyn",5,15,28,0,47,54
"11354","North Queens",5,15,28,0,12,11
"11104","Northwest Queens",5,15,28,0,37,33
"10168","Chelsea and Clinton",5,15,28,0,13,12
"11218","Borough Park",5,15,28,0,9,9
"11361","Northeast Queens",5,15,28,0,2,3
"11434","Jamaica",5,15,28,0,2,3
"11106","Northwest Queens",5,15,28,0,77,114
"10203","Lower Manhattan",5,15,28,0,8,11
"11236","Canarsie and Flatlands",5,15,28,0,2,3
"10303","Port Richmond",5,15,28,0,2,3
"11120","Northwest Queens",5,15,28,0,2,3
"11375","West Central Queens",5,15,28,0,57,57
"10030","Central Harlem",5,15,28,0,33,27
"11203","Flatbush",5,15,28,0,3,4
"10270","Lower Manhattan",5,15,28,0,14,13
"11358","North Queens",5,15,28,0,2,4
"10004","Lower Manhattan",5,15,28,0,96,113
"11432","Jamaica",5,15,28,0,5,5
"11231","Northwest Brooklyn",5,15,28,0,57,57
"11360","North Queens",5,15,28,0,1,2
"11378","West Queens",5,15,28,0,6,6
"11239","Canarsie and Flatlands",5,15,28,0,2,5
"10278","Lower Manhattan",5,15,28,0,6,6
"10048","Lower Manhattan",5,15,28,0,14,13
"11377","West Queens",5,15,28,0,88,98
"11235","Southern Brooklyn",5,15,28,0,9,10
"11417","Southwest Queens",5,15,28,0,2,3
"11385","West Central Queens",5,15,28,0,4,5
"11224","Southern Brooklyn",5,15,28,0,5,4
"10029","East Harlem",5,15,28,0,244,243
"11204","Borough Park",5,15,28,0,1,3
"10032","Inwood and Washington Heights",5,15,28,0,51,51
"11233","Central Brooklyn",5,15,28,0,10,11
"11411","Southeast Queens",5,15,28,0,2,3
"11249","Northwest Brooklyn",5,15,28,0,60,70
"11225","Flatbush",5,15,28,0,12,12
"10282","Lower Manhattan",5,15,28,0,67,64
"11213","Central Brooklyn",5,15,28,0,10,11
"11210","Flatbush",5,15,28,0,4,4
"11214","Southwest Brooklyn",5,15,28,0,2,3
"10031","Inwood and Washington Heights",5,15,28,0,76,71
"11215","Northwest Brooklyn",5,15,28,0,83,112
"10302","Port Richmond",5,15,28,0,4,4
"11216","Central Brooklyn",5,15,28,0,33,37
"10128","Upper East Side",5,15,28,0,549,542
"10301","Stapleton and St. George",5,15,28,0,2,2
"10040","Inwood and Washington Heights",5,15,28,0,21,19
"11230","Borough Park",5,15,28,0,5,5
"10280","Lower Manhattan",5,15,28,0,45,46
"11001","Southeast Queens",5,15,28,0,2,3
"10010","Gramercy Park and Murray Hill",5,15,28,0,556,638
"10002","Lower East Side",5,15,28,0,304,389
"10075","Upper East Side",5,15,28,0,315,335
"10017","Gramercy Park and Murray Hill",5,15,28,0,639,594
"10306","South Shore",5,15,28,0,3,3
"11220","Sunset Park",5,15,28,0,3,4
"10039","Central Harlem",5,15,28,0,10,11
"10314","Mid-Island",5,15,28,0,2,3
"11105","Northwest Queens",5,15,28,0,27,30
"11423","Jamaica",5,15,28,0,1,4
"10308","South Shore",5,15,28,0,7,4
"11229","Southern Brooklyn",5,15,28,0,2,3
"10471","Kingsbridge and Riverdale",5,15,28,0,2,4
"10281","Lower Manhattan",5,15,28,0,33,29
"11222","Greenpoint",5,15,28,0,53,60
"10020","Chelsea and Clinton",5,15,28,0,23,17
"11232","Sunset Park",5,15,28,0,8,7
"10464","Southeast Bronx",5,15,28,0,2,2
"10305","Stapleton and St. George",5,15,28,0,2,3
"11217","Northwest Brooklyn",5,15,28,0,101,129
"10309","South Shore",5,15,28,0,6,5
"11371","La Guardia Airport",5,15,28,0,28,24
"11368","West Queens",5,15,28,0,36,35
"11429","Southeast Queens",5,15,28,0,1,3
"11238","Central Brooklyn",5,15,28,0,62,74
"10038","Lower Manhattan",5,15,28,0,195,200
"10452","High Bridge and Morrisania",5,15,28,0,12,10
"11412","Jamaica",5,15,28,0,2,4
"10456","High Bridge and Morrisania",5,15,28,0,14,12
"10018","Chelsea and Clinton",5,15,28,0,450,448
"11252","Flatbush",5,15,28,0,2,2
"10034","Inwood and Washington Heights",5,15,28,0,30,31
"11419","Southwest Queens",5,15,28,0,2,3
"11221","Bushwick and Williamsburg",5,15,28,0,20,21
"11355","North Queens",5,15,28,0,5,5
"10455","Hunts Point and Mott Haven",5,15,28,0,12,11
"11372","West Queens",5,15,28,0,27,29
"11367","Central Queens",5,15,28,0,3,3
"10011","Chelsea and Clinton",5,15,28,0,878,1005
"11209","Southwest Brooklyn",5,15,28,0,5,5
"10019","Chelsea and Clinton",5,15,28,0,1178,1233
"10454","Hunts Point and Mott Haven",5,15,28,0,10,9
"11228","Southwest Brooklyn",5,15,28,0,2,3
"11226","Flatbush",5,15,28,0,15,10
"11237","Bushwick and Williamsburg",5,15,28,0,16,18
"11364","Northeast Queens",5,15,28,0,2,3
"10307","South Shore",5,15,28,0,6,9
"10044","Upper East Side",5,15,28,0,3,4
"11356","North Queens",5,15,28,0,2,3
"11413","Southeast Queens",5,15,28,0,2,3
"11427","Southeast Queens",5,15,28,0,2,3
"10036","Chelsea and Clinton",5,15,28,0,676,726
"11101","Northwest Queens",5,15,28,0,132,117
"10451","High Bridge and Morrisania",5,15,28,0,28,29
"10036","Chelsea and Clinton",5,15,28,0,676,726
"11366","Central Queens",5,15,28,0,1,3
"11416","Southwest Queens",5,15,28,0,1,2
"11212","Central Brooklyn",5,15,28,0,2,3
"11362","Northeast Queens",5,15,28,0,2,3
"11370","West Queens",5,15,28,0,7,8
"11234","Canarsie and Flatlands",5,15,28,0,4,4
"11365","Central Queens",5,15,28,0,2,5
"11436","Jamaica",5,15,28,0,4,5
"11207","East New York and New Lots",5,15,28,0,11,10
"11421","Southwest Queens",5,15,28,0,2,3
"11251","Northwest Brooklyn",5,15,28,0,2,3
"10310","Port Richmond",5,15,28,0,4,5
"10023","Upper West Side",5,15,28,0,801,872
"11422","Southeast Queens",5,15,28,0,2,3
"10461","Southeast Bronx",5,15,28,0,9,8
"10312","South Shore",5,15,28,0,5,6
"10065","Upper East Side",5,15,28,0,613,604
"11428","Southeast Queens",5,15,28,0,2,2
"10012","Greenwich Village and Soho",5,15,28,0,609,714
"10462","Southeast Bronx",5,15,28,0,9,9
"11420","Southwest Queens",5,15,28,0,3,4
"10033","Inwood and Washington Heights",5,15,28,0,31,28
"10007","Lower Manhattan",5,15,28,0,176,205
"11426","Southeast Queens",5,15,28,0,2,3
"11005","Southeast Queens",5,15,28,0,3,3
"11369","West Queens",5,15,28,0,312,251
"11219","Borough Park",5,15,28,0,2,3
"11433","Jamaica",5,15,28,0,3,3
"10016","Gramercy Park and Murray Hill",5,15,28,0,1028,1012
"10463","Kingsbridge and Riverdale",5,15,28,0,11,11
"11206","Bushwick and Williamsburg",5,15,28,0,27,29
"10460","Central Bronx",5,15,28,0,6,7
"11357","North Queens",5,15,28,0,2,3
"10459","Hunts Point and Mott Haven",5,15,28,0,5,6
"11102","Northwest Queens",5,15,28,0,52,61
"10465","Southeast Bronx",5,15,28,0,2,3
"10024","Upper West Side",5,15,28,0,600,640
"11439","Jamaica",5,15,28,0,3,4
"10006","Lower Manhattan",5,15,28,0,77,79
"10466","Northeast Bronx",5,15,28,0,2,3
"11451","Jamaica",5,15,28,0,2,3
"11363","Northeast Queens",5,15,28,0,3,3
"10467","Bronx Park and Fordham",5,15,28,0,8,7
"10003","Lower East Side",5,15,28,0,778,993
"10107","Chelsea and Clinton",5,15,28,0,3,3
"10468","Bronx Park and Fordham",5,15,28,0,14,11
"11435","Jamaica",5,15,28,0,12,11
